sort,family_scientific,family_english,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,red_list,status_birdlife,water_bird,strict_water_bird,ADU,common_name,scientific_name,avibaseid,wikiDataID,iNaturalisttaxonID,IUCNtaxonID,ObservationorgID,GBIFID,Clements--code,Clements--rank,Clements--scientific_name,Clements--common_name,H&M--sort,,,,,
997,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,969,Blackcap,Sylvia atricapilla,61F9065BE0965E1A,Q188446,15282,22716901,213,2492956,blackc1,species,Sylvia atricapilla,Eurasian Blackcap,216-001-001-001,,,,,
998,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,595,Garden Warbler,Sylvia borin,A6A4FC63261EA8CD,Q202478,15302,22716906,189,2492942,garwar1,species,Sylvia borin,Garden Warbler,216-001-001-002,,,,,
999,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,605,Barred Warbler,Sylvia nisoria,1EA60B94FAFE0C5C,Q215214,15291,22716937,371,2492955,barwar1,species,Sylvia nisoria,Barred Warbler,216-001-003-003,,,,,
1000,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,594,Common Whitethroat,Sylvia communis,14AFBA82D556918C,Q26974,15281,22716910,102,2492943,grewhi1,species,Sylvia communis,Greater Whitethroat,216-001-003-022,,,,,
1001,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,,,3400,Lesser Whitethroat,Sylvia curruca,0DCD05BE8EE35C8D,,,,,,leswhi4,species,Sylvia curruca,Lesser Whitethroat,216-001-003-012,,,,,
1002,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3358,Brown Parisoma,Sylvia lugens,16FEF0818E51D9FF,Q1953487,73146,22716878,77605,5231303,brnwar1,species,Sylvia lugens,Brown Parisoma,216-001-003-011,,,,,
1003,Sylviidae,Sylviid Warblers and Hill Babblers,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3356,Banded Parisoma,Sylvia boehmi,982C918E8D5E84AF,Q509128,73144,22716883,77606,5231305,banwar2,species,Sylvia boehmi,Banded Parisoma,216-001-003-005,,,,,
1004,Zosteropidae,White-eyes,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,,Common Scrub White-eye,Zosterops flavilateralis,F80D69C294CD488C,Q31874577,,103889267,,2680976,whbwhe3,species,Zosterops flavilateralis,Pale White-eye,,,,,,
1005,Zosteropidae,White-eyes,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,10874,Northern Yellow White-eye,Zosterops senegalensis,2D8C0437FEDEAE8A,Q2668026,17458,22713934,77012,2489344,ayweye1,species,Zosterops senegalensis,African Yellow White-eye,217-001-008-021,,,,,
1006,Zosteropidae,White-eyes,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3214,Montane (Heuglin’s) White-eye,Zosterops poliogastrus,BF3D3E2660C7673E,,,,,,heuwhe2,species,Zosterops poliogastrus,Heuglin's White-eye,217-001-008-033,,,,,
1007,Zosteropidae,White-eyes,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,Endemic,,,13153,Kikuyu White-eye, Zosterops kikuyuensis,6483A467141BC6F4,Q16060373,,103891215,194912,5846029,brrwhe3,species,Zosterops kikuyuensis,Kikuyu White-eye,217-001-008-033-004,,,,,
1008,Zosteropidae,White-eyes,,,TRUE,,,,,,,,,,,,,,,,,,,,,Endangered,Endemic,,,3216,Taita White-eye,Zosterops silvanus,B24BD4A19393E7A1,Q40690868,719105,,,6541866,brrwhe4,species,Zosterops silvanus,Taita White-eye,217-001-008-033-005,,,,,
1009,Zosteropidae,White-eyes,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,,Mbulu White-eye,Zosterops mbuluensis,086290D2A7B6A5C4,Q27628930,732595,,,6092067,brrwhe9,species,Zosterops mbuluensis,Mbulu White-eye,217-001-008-033-007,,,,,
1010,Pellorneidae,Illadopses (Ground-babblers),,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1193,Scaly-breasted Illadopsis,Illadopsis albipectus,2D157C82FD489FA4,Q2828924,15082,22715895,77397,2492905,scbill1,species,Illadopsis albipectus,Scaly-breasted Illadopsis,219-001-005-005,,,,,
1011,Pellorneidae,Illadopses (Ground-babblers),,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3296,Pale-breasted Illadopsis,Illadopsis rufipennis,7A1901119FE45218,Q2828923,15088,103869025,77400,2492909,pabill1,species,Illadopsis rufipennis,Pale-breasted Illadopsis,219-001-005-002,,,,,
1012,Pellorneidae,Illadopses (Ground-babblers),,,,,,,,,,,,,,TRUE,,,,,,,,,,Least Concern,,,,,Grey-breasted Illadopsis,Illadopsis distans,A14D3117E9A4BC5E,,,,,,pabill3,group (polytypic),Illadopsis rufipennis distans/pugensis,Pale-breasted Illadopsis (Gray-breasted),219-001-005-002-004,,,,,
1013,Pellorneidae,Illadopses (Ground-babblers),,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1181,Brown Illadopsis,Illadopsis fulvescens,3805ACADA9B05781,Q2828915,15083,22715914,77401,2492904,broill1,species,Illadopsis fulvescens,Brown Illadopsis,219-001-005-001,,,,,
1014,Pellorneidae,Illadopses (Ground-babblers),,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3292,Mountain Illadopsis,Illadopsis pyrrhoptera,596BDE51F7F23F0E,Q2828919,15085,22715918,77402,2492906,mouill1,species,Illadopsis pyrrhoptera,Mountain Illadopsis,219-001-005-003,,,,,
1015,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3440,Scaly Chatterer,Argya aylmeri,987C8F6EFBB0335C,Q3002232,15077,,,2493306,scacha1,species,Turdoides aylmeri,Scaly Chatterer,220-001-004-009,,,,,
1016,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3456,Rufous Chatterer,Argya rubiginosa,861DA13573FFAD59,Q2667989,73536,,,7340552,rufcha2,species,Turdoides rubiginosa,Rufous Chatterer,220-001-004-008,,,,,
1017,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3458,Black-lored Babbler,Turdoides sharpei,7350FE4CF6D3768B,Q2226307,15063,22716462,,2493307,bklbab1,species,Turdoides sharpei,Black-lored Babbler,220-001-009-004,,,,,
1017.1,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black-lored Babbler,Turdoides sharpei sharpei ,42C9B9B16DF970D7,Q27627492,719051,,,7340522,bklbab2,group (monotypic),Turdoides sharpei sharpei,Black-lored Babbler (Sharpe's),220-001-009-004-002,,,,,
1017.2,Leiothrichidae,Laughingthrushes and Allies ,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,Black-lored (Mt. Kenya) Babbler,Turdoides (sharpei) vepres,BE76A224A16480BB,Q27627490,719052,,,6087168,bklbab3,group (monotypic),Turdoides sharpei vepres,Black-lored Babbler (Nanyuki),220-001-009-004-001,,,,,
1018,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3452,Brown Babbler,Turdoides plebejus,6EBDD2D5670A2F31,Q1091324,15057,22716487,77511,2493315,brobab1,species,Turdoides plebejus,Brown Babbler,220-001-009-009,,,,,
1019,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,533,Arrow-marked Babbler,Turdoides jardineii,E6576A8DA960B056,Q900701,15052,22716501,77513,2493313,armbab1,species,Turdoides jardineii,Arrow-marked Babbler,220-001-009-010,,,,,
1020,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3462,Scaly Babbler,Turdoides squamulata,0E9C6F45ECE97563,Q1091387,73537,22716434,77504,7340508,scabab2,species,Turdoides squamulata,Scaly Babbler,220-001-009-011,,,,,
1021,Leiothrichidae,Laughingthrushes and Allies ,,,TRUE,,,,,,,,,,,,,,,,,,,,,Vulnerable,Endemic,,,3444,Hinde’s Babbler,Turdoides hindei,224B2B08C605063B,Q1091399,15078,22716480,,2493301,hipbab1,species,Turdoides hindei,Hinde's Pied-Babbler,220-001-009-014,,,,,
1022,Leiothrichidae,Laughingthrushes and Allies ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3446,Northern Pied Babbler ,Turdoides hypoleuca,B0F2FB67C4B64E0B,Q1091280,73533,22716469,77509,7340492,norpib1,species,Turdoides hypoleuca,Northern Pied-Babbler,220-001-009-015,,,,,
1023,Sittidae (Salpornithinae),Treecreepers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,532,Spotted Creeper,Salpornis salvadori,A51A5F84F844E1CA,Q15707860,339694,103882123,,7501740,spocre2,species,Salpornis salvadori,African Spotted Creeper,228-002-001-001,,,,,
1024,Buphagidae,Oxpeckers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,748,Red-billed Oxpecker,Buphagus erythrorhynchus,7471E71D4A122CE3,Q1081513,116832,22711009,,2489052,reboxp1,species,Buphagus erythrorynchus,Red-billed Oxpecker,231-001-001-001,,,,,
1025,Buphagidae,Oxpeckers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,747,Yellow-billed Oxpecker,Buphagus africanus,5D970425ECEC77BD,Q1466229,116831,22711005,,2489053,yeboxp1,species,Buphagus africanus,Yellow-billed Oxpecker,231-001-001-002,,,,,
1026,Sturnidae,Starlings,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,735,Wattled Starling,Creatophora cinerea,9D95139B2E871FE1,Q301731,15032,22710832,76409,2489016,watsta1,species,Creatophora cinerea,Wattled Starling,233-001-002-001,,,,,
1027,Sturnidae,Starlings,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,,,9430,Rose-coloured Starling,Pastor roseus,24208346AD77666E,Q20823352,145108,22710881,199294,5845386,rossta2,species,Pastor roseus,Rosy Starling,233-001-003-001,,,,,
1028,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,745,Red-winged Starling,Onychognathus morio,508D5CA25860C6F3,Q1588297,204554,103871400,76375,5230739,rewsta1,species,Onychognathus morio,Red-winged Starling,233-001-012-003,,,,,
1029,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2816,Slender-billed Starling,Onychognathus tenuirostris,F2C7AA06B467478D,Q1588308,14974,22710629,76379,5230738,slbsta1,species,Onychognathus tenuirostris,Slender-billed Starling,233-001-012-001,,,,,
1030,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2818,Waller's Starling,Onychognathus walleri,E11D6D66BCAC8545,Q3315211,14970,22710595,,5230740,walsta1,species,Onychognathus walleri,Waller's Starling,233-001-012-005,,,,,
1031,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2814,Bristle-crowned Starling,Onychognathus salvadorii,E8DEABBD40458FC0,Q917555,14975,22710638,76381,5230741,brcsta1,species,Onychognathus salvadorii,Bristle-crowned Starling,233-001-012-008,,,,,
1032,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2832,Magpie Starling,Speculipastor bicolor,D3390C6C552F66C6,Q1590443,15013,22710795,76400,2489091,magsta1,species,Speculipastor bicolor,Magpie Starling,233-001-016-001,,,,,
1033,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2822,Sharpe's Starling,Pholia sharpii,D6F2837E71D0834A,Q28829841,145113,22710783,,5845374,shasta2,species,Pholia sharpii,Sharpe's Starling,233-001-017-001,,,,,
1034,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,2820,Abbott’s Starling,Poeoptera femoralis ,1350773FC72B7386,Q27075615,547205,22710787,,6100937,abbsta2,species,Poeoptera femoralis,Abbott's Starling,233-001-018-004,,,,,
1035,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2828,Stuhlmann's Starling,Poeoptera stuhlmanni,AEC1B69C2BF185AC,Q3315578,14921,22710579,,2489059,stusta1,species,Poeoptera stuhlmanni,Stuhlmann's Starling,233-001-018-001,,,,,
1036,Sturnidae,Starlings,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2824,Kenrick's Starling,Poeoptera kenricki,295B9665ECA9698E,Q3318494,14920,22710583,,2489061,kensta1,species,Poeoptera kenricki,Kenrick's Starling,233-001-018-002,,,,,
1037,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,738,Greater Blue-eared Starling,Lamprotornis chalybaeus,7DDB347EDFED5A66,Q240445,14923,22710689,20316,2489071,gbesta1,species,Lamprotornis chalybaeus,Greater Blue-eared Starling,233-001-019-021,,,,,
1038,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,7863,Lesser Blue-eared Starling,Lamprotornis chloropterus,0AA15ACA2E568BF3,Q948103,14925,106005777,76387,2489077,lbesta1,species,Lamprotornis chloropterus,Lesser Blue-eared Starling,233-001-019-017,,,,,
1039,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2786,Bronze-tailed Starling,Lamprotornis chalcurus,AEEED5D0B888A356,Q2668344,14938,22710682,76386,2489083,btgsta1,species,Lamprotornis chalcurus,Bronze-tailed Starling,233-001-019-019,,,,,
1040,Sturnidae,Starlings,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2798,Splendid Starling,Lamprotornis splendidus,18B10CF9F269693B,Q1588010,14942,22710716,19283,2489089,spgsta1,species,Lamprotornis splendidus,Splendid Starling,233-001-019-009,,,,,
1041,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2792,Purple Starling,Lamprotornis purpureus,6A0BA87AC4C0BF52,Q2964580,14927,22710668,19301,2489080,pugsta1,species,Lamprotornis purpureus,Purple Starling,233-001-019-018,,,,,
1042,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2794,Rüppell's Starling,Lamprotornis purpuroptera,3BB2565D279BD9E5,Q933321,72967,22710751,76393,7341507,ruegls1,species,Lamprotornis purpuroptera,Rüppell's Starling,233-001-019-005,,,,,
1043,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2778,Golden-breasted Starling,Lamprotornis regius,EE674721A9C663AD,Q27075606,145110,22710817,76405,5845381,gobsta5,species,Lamprotornis regius,Golden-breasted Starling,233-001-019-010,,,,,
1044,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2800,Superb Starling,Lamprotornis superbus,405CCAAE5A4CEA43,Q608635,14939,22710767,9410,2489075,supsta1,species,Lamprotornis superbus,Superb Starling,233-001-019-011,,,,,
1045,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2788,Hildebrandt's Starling,Lamprotornis hildebrandti,621F6E0724114D7C,Q661642,14934,22710779,,2489078,hilsta1,species,Lamprotornis hildebrandti,Hildebrandt's Starling,233-001-019-001,,,,,
1046,Sturnidae,Starlings,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2796,Shelley’s Starling,Lamprotornis shelleyi,B24A13C796E349D4,Q908272,14933,22710775,,2489081,shesta1,species,Lamprotornis shelleyi,Shelley's Starling,233-001-019-002,,,,,
1047,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2836,Fischer's Starling,Lamprotornis fischeri,4FF4CAF8790799B0,Q27075608,517005,22710804,,5845379,fissta1,species,Lamprotornis fischeri,Fischer's Starling,233-001-019-015,,,,,
1048,Sturnidae,Starlings,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2834,White-crowned Starling,Lamprotornis albicapillus,A77D4A7726379E36,Q27075610,517006,22710813,76404,6100942,whcsta3,species,Lamprotornis albicapillus,White-crowned Starling,233-001-019-014,,,,,
1049,Sturnidae,Starlings,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,736,Violet-backed Starling,Cinnyricinclus leucogaster,B1A3AF6C3BF7EDFF,Q694756,15030,22710791,,2489057,vibsta2,species,Cinnyricinclus leucogaster,Violet-backed Starling,233-001-021-001,,,,,
1050,Sturnidae,Starlings,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,740,Black-bellied Starling,Notopholia corusca,40781028CEBB2944,Q27075600,516940,,,6100936,bbgsta1,species,Notopholia corusca,Black-bellied Starling,233-001-023-001,,,,,
1051,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,585,Bearded Scrub Robin,Cercotrichas quadrivirgata,929089268E68C0EC,Q2827234,145024,,76251,2492473,besrob1,species,Cercotrichas quadrivirgata,Bearded Scrub-Robin,235-001-002-003,,,,,
1052,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2556,Brown-backed Scrub Robin,Cercotrichas hartlaubi,15B2DD49A2EB87B4,Q2827233,145029,22709918,76254,2492472,bbsrob1,species,Cercotrichas hartlaubi,Brown-backed Scrub-Robin,235-001-002-009,,,,,
1053,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,588,White-browed Scrub Robin,Cercotrichas leucophrys,B5B6EC7BD589484E,Q2225549,145030,22709927,194947,2492477,rbsrob1,species,Cercotrichas leucophrys,Red-backed Scrub-Robin,235-001-002-010,,,,,
1054,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,567,Rufous Bush Chat,Cercotrichas galactotes,B68BD0D25647A5D2,,,,,,rutscr1,species,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,235-001-002-007,,,,,
1055,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,654,Spotted Flycatcher,Muscicapa striata,EE8206E703914D22,Q26607,12971,22709192,105,2492576,spofly1,species,Muscicapa striata,Spotted Flycatcher,235-002-001-001,,,,,
1056,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2634,Gambaga Flycatcher,Muscicapa gambagae,7387E8286F20E05E,Q1317677,12981,22709196,76120,2492572,gamfly1,species,Muscicapa gambagae,Gambaga Flycatcher,235-002-001-002,,,,,
1057,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1063,Swamp Flycatcher,Muscicapa aquatica,77F0C62CDEFDEFD6,Q907188,12985,22709239,76132,2492561,swafly3,species,Muscicapa aquatica,Swamp Flycatcher,235-002-001-012,,,,,
1058,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,655,African Dusky Flycatcher,Muscicapa adusta,6E95C4A9B92FC8BB,Q841997,12978,22709255,76136,2492569,afdfly1,species,Muscicapa adusta,African Dusky Flycatcher,235-002-001-016,,,,,
1059,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,662,Pale Flycatcher,Bradornis pallidus,FA03A965234ED42B,Q28819634,522887,22709035,,2680976,palfly2,species,Agricola pallidus,Pale Flycatcher,235-002-004-001,,,,,
1059.1,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pale Flycatcher,Bradornis pallidus pallidus,060AF4FA13DE36BE,,,,,,palfly6,group (polytypic),Agricola pallidus [pallidus Group],Pale Flycatcher (Pale),235-002-004-001-001,,,,,
1060,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,Bafirawar’s Flycatcher,Bradornis (pallidus) bafirawari,CAC5AD6C4E26ADAE,,,,,,palfly4,group (monotypic),Agricola pallidus bafirawari,Pale Flycatcher (Wajir),235-002-004-001-004,,,,,
1061,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2544,African Grey Flycatcher,Bradornis microrhynchus,E281D78394A70AB7,Q1316516,12799,22709054,,2492641,afgfly1,species,Bradornis microrhynchus,African Gray Flycatcher,235-002-004-003,,,,,
1062,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,656,Ashy Flycatcher,Fraseria caerulescens,3B3A6911F98DC3F3,Q28860133,522872,22709286,,2680976,ashfly1,species,Fraseria caerulescens,Ashy Flycatcher,235-002-001-011,,,,,
1063,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,2638,Chapin’s Flycatcher,Fraseria lendu,84E4178E1C621970,Q28860393,522875,22709249,,2680976,chafly1,species,Fraseria lendu,Chapin's Flycatcher,235-002-001-015,,,,,
1064,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,657,Grey Tit-flycatcher (Lead-coloured Flycatcher),Fraseria plumbea,5EA2B90CDEE50BB3,Q28861848,522921,22709297,,2680976,grytif1,species,Fraseria plumbea,Gray Tit-Flycatcher,235-002-002-002,,,,,
1065,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2600,White-eyed Slaty Flycatcher,Melaenornis fischeri,3809131C04BFDBDA,Q681674,145018,22709067,76100,7342033,wheslf1,species,Melaenornis fischeri,White-eyed Slaty-Flycatcher,235-002-005-002,,,,,
1066,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2608,Northern Black Flycatcher,Melaenornis edolioides,F188F8C84DE91D4D,Q1315514,13188,22709079,76102,2492659,nobfly1,species,Melaenornis edolioides,Northern Black-Flycatcher,235-002-005-006,,,,,
1067,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,664,Southern Black Flycatcher,Melaenornis pammelaina,8A9A7AAA63BEE031,Q1306280,13185,22709085,76103,2492656,sobfly1,species,Melaenornis pammelaina,Southern Black-Flycatcher,235-002-005-007,,,,,
1068,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2578,Silverbird,Empidornis semipartitus,AB38EDFDCCE980CC,Q28840042,522933,22709031,,2492399,silver1,species,Melaenornis semipartitus,Silverbird,235-002-006-001,,,,,
1069,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,581,Cape Robin Chat,Caffrornis caffra,A38BABE18155945C,Q2673576,12786,,,2492582,carcha1,species,Cossypha caffra,Cape Robin-Chat,235-004-000-004,,,,,
1070,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2570,Blue-shouldered Robin Chat,Cossypha cyanocampter,9616C96E132EC023,Q3314657,12789,22709803,76237,2492587,bsrcha1,species,Cossypha cyanocampter,Blue-shouldered Robin-Chat,235-004-000-013,,,,,
1071,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2576,Rüppell's Robin Chat,Cossypha semirufa,53EABB81BA4D02D2,Q2668032,12795,22709815,,2492595,rurcha1,species,Cossypha semirufa,Rüppell's Robin-Chat,235-004-000-007,,,,,
1072,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,580,White-browed Robin Chat,Cossypha heuglini,16BD42DD6563712A,Q222081,12792,22709822,,2492592,wbrcha2,species,Cossypha heuglini,White-browed Robin-Chat,235-004-000-006,,,,,
1073,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,579,Red-capped Robin Chat,Cossypha natalensis,3846F8A8B94E134B,Q1589176,12784,22709828,76241,2492593,rcrcha1,species,Cossypha natalensis,Red-capped Robin-Chat,235-004-000-012,,,,,
1074,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2574,Snowy-headed Robin Chat,Cossypha niveicapilla,BB05D1FC2BADE469,Q3315420,12785,22709847,76244,2492590,scrcha1,species,Cossypha niveicapilla,Snowy-crowned Robin-Chat,235-004-000-008,,,,,
1075,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1109,Brown-chested Alethe,Chaemaetylas poliocephala,8B7A6FE991210559,Q28807860,,22708992,,2680976,brcale1,species,Chamaetylas poliocephala,Brown-chested Alethe,235-004-004-002,,,,,
1076,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,589,White-starred Robin,Pogonocichla stellata,230A034233A80DAE,Q1585695,13272,22709611,,2492637,whsrob1,species,Pogonocichla stellata,White-starred Robin,235-004-005-001,,,,,
1077,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,593,Collared Palm Thrush,Cichladusa arquata,A0A3B03DD1A66C4A,Q2225698,13082,22709864,76247,2492645,copthr1,species,Cichladusa arquata,Collared Palm-Thrush,235-004-008-001,,,,,
1078,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2560,Spotted Morning (Spotted Palm) Thrush,Cichladusa guttata,345658E9C908FB40,Q3315817,13084,22709876,76249,2492647,spmthr1,species,Cichladusa guttata,Spotted Morning-Thrush,235-004-008-003,,,,,
